,DAILY_STRESS,FLOW,DAILY_SHOUTING,WEEKLY_MEDITATION,AGE,GENDER,WEIGHTED_SCORE
667,1,2,1,10,51 or more,Male,87
668,2,1,2,10,36 to 50,Male,73
669,3,2,5,4,51 or more,Male,53
670,4,2,4,2,21 to 35,Female,58
671,0,1,1,10,21 to 35,Male,80
672,4,4,7,3,21 to 35,Female,52
673,1,10,0,10,51 or more,Female,150
674,1,2,1,10,51 or more,Male,87
675,3,10,2,10,21 to 35,Male,136
676,3,6,1,5,Less than 20,Female,110
677,1,3,0,8,36 to 50,Male,99
678,4,8,2,10,36 to 50,Male,122
679,1,7,4,10,21 to 35,Male,101
680,3,6,2,10,Less than 20,Female,108
681,3,6,2,10,Less than 20,Female,108
682,4,3,0,5,51 or more,Female,96
683,4,8,3,5,51 or more,Male,110
684,3,5,1,4,21 to 35,Female,102
685,4,3,1,2,36 to 50,Female,86
686,0,1,2,10,51 or more,Male,73
687,3,2,8,10,36 to 50,Female,38
688,2,2,3,2,51 or more,Female,65
689,4,1,10,0,Less than 20,Female,7
690,2,2,0,10,51 or more,Female,94
691,2,2,0,10,51 or more,Female,94
692,3,1,1,2,21 to 35,Male,72
693,4,2,5,5,51 or more,Female,54
694,1,8,8,10,Less than 20,Male,80
695,5,6,7,10,Less than 20,Female,73
696,2,5,1,10,Less than 20,Female,108
697,0,1,4,8,Less than 20,Male,57
698,1,1,0,1,Less than 20,Male,78
699,2,3,8,1,Less than 20,Female,36
700,3,7,7,10,Less than 20,Male,80
701,2,4,2,3,Less than 20,Female,87
702,1,2,10,7,Less than 20,Female,21
703,2,7,1,5,Less than 20,Male,117
704,5,10,8,4,Less than 20,Female,88
705,2,1,2,10,Less than 20,Male,73
706,2,6,5,6,Less than 20,Male,83
707,3,0,3,0,Less than 20,Female,49
708,3,6,3,8,Less than 20,Female,99
709,2,1,5,10,Less than 20,Male,52
710,4,3,5,7,Less than 20,Male,63
711,1,6,3,4,Less than 20,Female,95
712,1,2,2,7,Less than 20,Female,77
713,1,3,3,10,Less than 20,Male,80
714,1,1,2,2,Less than 20,Female,65
715,4,4,1,7,Less than 20,Female,98
716,2,1,2,10,Less than 20,Male,73
717,1,3,3,10,Less than 20,Male,80
718,5,5,2,9,Less than 20,Female,100
719,3,5,4,10,Less than 20,Female,87
720,2,4,2,4,Less than 20,Female,88
721,1,2,3,10,Less than 20,Male,73
722,1,6,5,9,Less than 20,Female,86
723,2,1,2,10,Less than 20,Male,73
724,4,8,8,4,Less than 20,Female,74
725,4,2,5,5,Less than 20,Female,54
726,1,7,5,8,Less than 20,Female,92
727,4,2,2,2,51 or more,Male,72
728,4,1,7,5,51 or more,Female,33
729,1,1,0,10,36 to 50,Female,87
730,5,2,6,2,51 or more,Male,44
731,1,2,1,10,51 or more,Male,87
732,2,3,3,4,Less than 20,Female,74
733,3,4,3,2,51 or more,Female,79
734,5,1,9,9,36 to 50,Female,23
735,4,4,3,10,21 to 35,Male,87
736,4,4,1,6,21 to 35,Female,97
737,1,1,0,10,51 or more,Male,87
738,3,2,2,2,51 or more,Male,72
739,2,3,1,3,51 or more,Male,87
740,2,1,1,4,51 or more,Female,74
741,3,6,1,3,51 or more,Female,108
742,3,3,2,7,36 to 50,Female,84
743,3,10,3,3,36 to 50,Male,122
744,3,4,2,5,51 or more,Female,89
745,2,4,2,5,51 or more,Male,89
746,3,1,2,8,Less than 20,Female,71
747,2,2,4,5,21 to 35,Female,61
748,3,4,3,7,Less than 20,Male,84
749,3,1,10,10,36 to 50,Male,17
750,5,1,1,2,36 to 50,Female,72
751,4,2,4,10,21 to 35,Female,66
752,3,1,6,10,Less than 20,Female,45
753,4,1,1,4,36 to 50,Female,74
754,3,4,2,6,21 to 35,Male,90
755,4,0,8,5,36 to 50,Female,19
756,0,8,0,10,36 to 50,Female,136
757,3,1,3,3,51 or more,Female,59
758,3,5,10,7,36 to 50,Female,42
759,2,5,1,10,21 to 35,Female,108
760,2,1,2,10,51 or more,Female,73
761,0,6,0,10,21 to 35,Male,122
762,3,3,2,3,51 or more,Female,80
763,1,2,0,6,21 to 35,Female,90
764,1,5,3,5,21 to 35,Male,89
765,4,3,7,5,51 or more,Male,47
766,4,3,1,3,21 to 35,Female,87
767,4,3,1,10,36 to 50,Female,94
768,0,10,0,10,36 to 50,Female,150
769,3,6,1,5,Less than 20,Female,110
770,5,2,10,5,21 to 35,Female,19
771,3,5,4,0,21 to 35,Female,77
772,2,2,1,2,21 to 35,Male,79
773,1,5,0,6,21 to 35,Female,111
774,5,1,1,5,36 to 50,Female,75
775,3,3,1,5,21 to 35,Male,89
776,5,2,1,5,36 to 50,Male,82
777,1,2,0,7,51 or more,Female,91
778,5,1,7,10,36 to 50,Female,38
779,1,3,0,10,51 or more,Male,101
780,2,3,1,5,21 to 35,Female,89
781,3,1,5,1,21 to 35,Female,43
782,3,2,2,7,51 or more,Male,77
783,4,1,10,5,36 to 50,Female,12
784,3,10,3,5,Less than 20,Female,124
785,2,4,1,5,36 to 50,Female,96
786,1,7,2,10,21 to 35,Male,115
787,3,1,1,3,51 or more,Female,73
788,2,8,2,10,21 to 35,Male,122
789,2,7,0,7,Less than 20,Male,126
790,2,2,3,5,21 to 35,Female,68
791,5,1,0,3,Less than 20,Female,80
792,4,2,5,10,Less than 20,Male,59
793,1,1,10,5,36 to 50,Male,12
794,3,0,1,3,51 or more,Female,66
795,4,3,1,5,36 to 50,Female,89
796,2,8,0,6,21 to 35,Male,132
797,1,1,1,8,21 to 35,Male,78
798,4,2,1,10,36 to 50,Female,87
799,3,3,0,7,36 to 50,Female,98
800,3,3,4,6,51 or more,Female,69
801,3,4,3,9,21 to 35,Male,86
802,4,0,1,2,36 to 50,Male,65
803,3,3,1,7,51 or more,Female,91
804,3,3,0,6,21 to 35,Male,97
805,4,3,4,5,36 to 50,Female,68
806,2,5,5,7,Less than 20,Female,77
807,3,6,0,9,36 to 50,Female,121
808,3,4,8,5,Less than 20,Male,47
809,1,8,4,1,Less than 20,Male,99
810,3,2,2,9,Less than 20,Male,79
811,3,3,7,5,Less than 20,Male,47
812,1,5,2,8,Less than 20,Male,99
813,1,0,1,7,Less than 20,Male,70
814,4,10,0,2,21 to 35,Female,142
815,2,6,0,10,Less than 20,Female,122
816,4,0,0,3,21 to 35,Male,73
817,4,0,0,3,21 to 35,Male,73
818,3,1,1,5,51 or more,Female,75
819,3,1,7,2,21 to 35,Female,30
820,1,2,0,7,51 or more,Female,91
821,5,2,1,2,36 to 50,Female,79
822,4,1,1,3,51 or more,Female,73
823,2,1,7,4,21 to 35,Female,32
824,2,8,0,10,Less than 20,Male,136
825,0,2,0,3,36 to 50,Male,87
826,4,2,2,3,36 to 50,Female,73
827,4,3,2,5,51 or more,Female,82
828,5,5,2,10,36 to 50,Female,101
829,3,2,0,2,36 to 50,Male,86
830,5,4,4,4,36 to 50,Female,74
831,5,2,2,4,51 or more,Female,74
832,4,4,1,10,51 or more,Male,101
833,1,2,0,6,21 to 35,Male,90
834,3,0,0,7,51 or more,Male,77
835,4,3,3,10,Less than 20,Male,80
836,5,7,1,9,36 to 50,Male,121
837,4,8,3,3,21 to 35,Female,108
838,1,1,1,10,51 or more,Male,80
839,4,2,1,7,51 or more,Female,84
840,5,1,1,2,21 to 35,Female,72
841,2,7,1,10,36 to 50,Female,122
842,4,1,3,7,21 to 35,Female,63
843,2,1,1,2,36 to 50,Female,72
844,2,4,1,10,36 to 50,Female,101
845,0,1,5,10,36 to 50,Male,52
846,2,5,1,7,51 or more,Female,105
847,4,0,10,3,36 to 50,Female,3
848,3,1,0,3,36 to 50,Male,80
849,3,6,4,7,36 to 50,Female,91
850,3,3,6,3,21 to 35,Female,52
851,4,3,3,10,Less than 20,Male,80
852,4,3,3,10,Less than 20,Male,80
853,3,3,2,5,21 to 35,Female,82
854,4,1,2,2,36 to 50,Male,65
855,2,5,1,10,36 to 50,Male,108
856,3,3,1,4,21 to 35,Female,88
857,4,1,2,2,36 to 50,Male,65
858,4,1,2,3,21 to 35,Male,66
859,2,6,1,9,21 to 35,Male,114
860,3,3,1,4,21 to 35,Female,88
861,2,1,1,3,36 to 50,Male,73
862,2,0,3,7,21 to 35,Female,56
863,2,4,1,10,36 to 50,Female,101
864,2,2,0,10,21 to 35,Male,94
865,2,4,2,10,51 or more,Female,94
866,3,3,1,4,21 to 35,Female,88
867,3,2,1,6,51 or more,Female,83
868,3,2,7,10,36 to 50,Male,45
869,1,3,0,7,36 to 50,Male,98
870,2,2,5,10,51 or more,Female,59
871,2,0,3,5,36 to 50,Female,54
872,4,0,9,3,21 to 35,Female,10
873,3,1,6,2,21 to 35,Female,37
874,4,1,7,10,51 or more,Male,38
875,5,1,1,10,21 to 35,Female,80
876,1,2,0,10,51 or more,Female,94
877,3,3,2,4,21 to 35,Female,81
878,3,3,1,10,21 to 35,Female,94
879,4,4,10,10,36 to 50,Male,38
880,4,2,3,4,36 to 50,Female,67
881,5,0,10,7,Less than 20,Female,7
882,2,10,3,7,21 to 35,Female,126
883,4,1,5,7,Less than 20,Female,49
884,4,2,10,10,36 to 50,Male,24
885,4,1,5,7,36 to 50,Female,49
886,4,9,7,2,36 to 50,Female,86
887,3,2,7,10,36 to 50,Male,45
888,4,2,0,10,21 to 35,Female,94
889,4,4,1,10,51 or more,Female,101
890,1,7,2,10,51 or more,Male,115
891,4,3,3,4,51 or more,Male,74
892,1,2,1,6,21 to 35,Male,83
893,5,3,6,10,21 to 35,Male,59
894,1,3,0,7,Less than 20,Female,98
895,4,2,3,6,21 to 35,Female,69
896,1,0,1,7,51 or more,Female,70
897,3,2,2,6,51 or more,Female,76
898,5,2,3,10,36 to 50,Male,73
899,2,3,0,7,21 to 35,Female,98
900,2,5,2,6,51 or more,Male,97
901,3,1,1,10,21 to 35,Female,80
902,3,5,1,6,Less than 20,Female,104
903,1,2,1,5,Less than 20,Male,82
904,3,4,1,8,36 to 50,Female,99
905,1,3,0,10,36 to 50,Female,101
906,0,1,0,5,51 or more,Female,82
907,1,2,1,5,Less than 20,Male,82
908,2,3,1,10,51 or more,Female,94
909,1,3,0,5,21 to 35,Male,96
910,5,3,3,5,36 to 50,Female,75
911,2,4,0,10,21 to 35,Male,108
912,3,1,2,5,51 or more,Male,68
913,2,2,1,10,51 or more,Female,87
914,1,0,0,3,Less than 20,Female,73
915,4,1,2,10,51 or more,Female,73
916,2,4,1,10,36 to 50,Female,101
917,3,4,1,8,51 or more,Female,99
918,3,0,6,2,Less than 20,Female,30
919,2,0,1,5,51 or more,Female,68
920,2,0,1,5,51 or more,Female,68
921,3,6,3,10,36 to 50,Male,101
922,3,3,2,9,51 or more,Female,86
923,2,2,5,10,36 to 50,Male,59
924,4,1,1,1,Less than 20,Male,71
925,2,5,5,8,51 or more,Male,78
926,4,1,0,7,36 to 50,Female,84
927,2,4,10,6,21 to 35,Male,34
928,5,3,6,1,51 or more,Male,50
929,3,4,10,10,Less than 20,Female,38
930,2,3,0,4,36 to 50,Female,95
931,3,4,1,8,21 to 35,Female,99
932,3,5,3,5,51 or more,Female,89
933,1,3,2,5,36 to 50,Female,82
934,2,2,4,5,21 to 35,Female,61
935,1,2,1,9,36 to 50,Female,86
936,4,4,7,7,21 to 35,Female,56
937,2,4,3,10,51 or more,Male,87
938,3,5,1,4,36 to 50,Male,102
939,1,4,0,10,21 to 35,Male,108
940,4,3,2,10,21 to 35,Female,87
941,1,1,1,10,51 or more,Female,80
942,1,6,0,5,51 or more,Male,117
943,3,2,0,10,36 to 50,Female,94
944,1,2,4,10,21 to 35,Female,66
945,3,4,1,3,51 or more,Female,94
946,2,4,2,10,51 or more,Male,94
947,1,1,1,7,21 to 35,Male,77
948,1,2,0,6,51 or more,Male,90
949,1,2,1,7,21 to 35,Male,84
950,2,10,10,10,21 to 35,Male,80
951,2,3,0,5,51 or more,Female,96
952,3,1,5,10,21 to 35,Male,52
953,1,4,0,5,36 to 50,Male,103
954,1,2,0,8,21 to 35,Male,92
955,3,1,3,7,21 to 35,Female,63
956,3,4,1,3,36 to 50,Female,94
957,0,5,7,10,36 to 50,Male,66
958,3,0,1,10,21 to 35,Male,73
959,2,5,6,10,51 or more,Female,73
960,1,2,4,5,21 to 35,Male,61
961,3,3,3,3,21 to 35,Female,73
962,3,0,4,1,36 to 50,Female,43
963,4,3,4,4,21 to 35,Female,67
964,2,5,8,0,21 to 35,Female,49
965,3,4,6,5,21 to 35,Female,61
966,3,3,3,2,21 to 35,Female,72
967,3,4,0,7,21 to 35,Female,105
968,3,4,0,7,21 to 35,Female,105
969,1,3,0,7,21 to 35,Female,98
970,2,2,2,6,36 to 50,Female,76
971,2,5,1,10,Less than 20,Female,108
972,3,3,9,4,21 to 35,Female,32
973,4,3,8,2,36 to 50,Female,37
974,1,3,2,7,36 to 50,Female,84
975,4,3,0,10,21 to 35,Male,101
976,4,3,8,2,36 to 50,Female,37
977,3,1,3,4,21 to 35,Female,60
978,2,7,5,3,21 to 35,Female,87
979,1,8,1,10,21 to 35,Male,129
980,3,6,1,9,21 to 35,Female,114
981,5,0,0,8,21 to 35,Male,78
982,3,4,1,7,Less than 20,Female,98
983,3,3,3,4,36 to 50,Female,74
984,3,0,2,10,21 to 35,Female,66
985,0,10,0,10,51 or more,Male,150
986,0,1,1,10,51 or more,Female,80
987,2,3,0,10,51 or more,Male,101
988,5,0,0,5,36 to 50,Male,75
989,1,4,2,7,21 to 35,Female,91
990,3,2,0,10,21 to 35,Female,94
991,3,1,1,9,51 or more,Male,79
992,2,0,0,10,Less than 20,Female,80
993,2,1,9,6,21 to 35,Male,20
994,5,2,4,6,Less than 20,Female,62
995,5,2,4,6,Less than 20,Female,62
996,2,3,1,10,36 to 50,Female,94
997,3,4,4,10,51 or more,Female,80
998,2,5,1,7,21 to 35,Female,105
999,3,3,0,10,51 or more,Male,101
1000,1,10,0,10,21 to 35,Female,150
1001,3,4,5,10,51 or more,Female,73
1002,2,3,5,4,36 to 50,Female,60
1003,4,6,1,5,36 to 50,Female,110
1004,5,0,10,1,36 to 50,Female,1
1005,3,6,1,4,Less than 20,Female,109
1006,3,6,1,4,Less than 20,Female,109
1007,3,6,1,5,Less than 20,Female,110
1008,0,4,2,5,36 to 50,Female,89
1009,3,2,2,2,Less than 20,Female,72
1010,1,6,1,10,21 to 35,Male,115
1011,1,6,1,10,21 to 35,Male,115
1012,5,5,2,10,21 to 35,Male,101
1013,3,2,1,7,21 to 35,Female,84
1014,3,7,1,6,Less than 20,Female,118
1015,2,3,5,7,21 to 35,Male,63
1016,3,2,1,5,51 or more,Female,82
1017,5,2,0,2,51 or more,Female,86
1018,1,2,1,10,51 or more,Female,87
1019,1,2,8,8,21 to 35,Male,36
1020,3,0,7,1,36 to 50,Male,22
1021,4,5,2,10,51 or more,Female,101
1022,4,5,2,10,51 or more,Female,101
1023,4,1,0,10,21 to 35,Male,87
1024,3,3,3,10,51 or more,Female,80
1025,1,8,3,10,36 to 50,Female,115
1026,3,1,1,10,51 or more,Male,80
1027,3,6,3,7,51 or more,Female,98
1028,3,5,8,6,21 to 35,Male,55
1029,2,3,3,2,21 to 35,Female,72
1030,4,2,0,10,51 or more,Female,94
1031,3,1,4,3,21 to 35,Female,52
1032,3,2,1,7,51 or more,Male,84
1033,3,2,3,5,21 to 35,Female,68
1034,2,0,7,3,21 to 35,Female,24
1035,2,8,1,10,Less than 20,Male,129
1036,2,1,1,3,51 or more,Female,73
1037,3,2,4,3,21 to 35,Female,59
1038,3,2,1,3,51 or more,Female,80
1039,0,10,10,10,51 or more,Male,80
1040,5,2,0,0,36 to 50,Female,84
1041,3,3,0,9,51 or more,Female,100
1042,3,7,3,4,Less than 20,Male,102
1043,3,3,1,1,21 to 35,Male,85
1044,3,1,5,3,21 to 35,Female,45
1045,3,3,1,3,36 to 50,Male,87
1046,5,7,4,2,36 to 50,Female,93
1047,5,3,2,8,36 to 50,Female,85
1048,3,3,4,6,21 to 35,Female,69
1049,1,8,1,7,21 to 35,Female,126
1050,4,1,0,8,51 or more,Male,85
1051,2,1,3,2,51 or more,Male,58
1052,1,3,1,10,51 or more,Male,94
1053,3,1,2,10,21 to 35,Female,73
1054,4,2,0,4,36 to 50,Male,88
1055,2,5,1,10,21 to 35,Male,108
1056,2,0,1,10,Less than 20,Female,73
1057,1,5,0,10,51 or more,Male,115
1058,3,0,3,3,21 to 35,Male,52
1059,3,4,3,10,36 to 50,Female,87
1060,4,5,6,5,36 to 50,Male,68
1061,3,3,6,10,36 to 50,Female,59
1062,1,3,5,1,21 to 35,Female,57
1063,2,2,4,10,51 or more,Female,66
1064,4,3,10,3,36 to 50,Female,24
1065,3,3,1,4,51 or more,Female,88
1066,5,0,5,4,36 to 50,Female,39
1067,2,4,1,5,21 to 35,Female,96
1068,3,5,1,9,Less than 20,Female,107
1069,4,1,1,10,36 to 50,Male,80
1070,5,0,10,0,36 to 50,Female,0
1071,4,7,4,10,51 or more,Male,101
1072,3,7,0,8,21 to 35,Female,127
1073,1,5,2,8,51 or more,Male,99
1074,2,3,4,10,21 to 35,Female,73
1075,3,2,0,5,36 to 50,Male,89
1076,0,1,0,3,21 to 35,Male,80
1077,2,5,3,7,21 to 35,Female,91
1078,1,0,2,7,36 to 50,Male,63
1079,5,0,10,10,Less than 20,Female,10
1080,2,3,5,7,36 to 50,Male,63
1081,5,5,1,10,51 or more,Female,108
1082,5,2,2,6,36 to 50,Female,76
1083,2,3,1,7,36 to 50,Female,91
1084,3,3,3,10,21 to 35,Female,80
1085,3,3,0,10,21 to 35,Female,101
1086,1,4,1,10,51 or more,Male,101
1087,5,4,10,6,51 or more,Female,34
1088,4,4,10,6,51 or more,Female,34
1089,3,6,4,2,21 to 35,Female,86
1090,2,8,6,6,21 to 35,Male,90
1091,3,2,2,10,Less than 20,Female,80
1092,4,1,4,6,51 or more,Female,55
1093,2,3,1,7,36 to 50,Female,91
1094,3,6,1,8,36 to 50,Female,113
1095,4,3,10,3,36 to 50,Female,24
1096,0,5,0,10,36 to 50,Male,115
1097,3,10,0,2,36 to 50,Female,142
1098,3,3,2,4,51 or more,Male,81
1099,4,2,5,8,21 to 35,Female,57
1100,3,3,3,8,21 to 35,Female,78
1101,5,5,1,5,Less than 20,Female,103
1102,1,5,2,10,21 to 35,Male,101
1103,2,2,10,3,21 to 35,Female,17
1104,2,2,0,0,21 to 35,Male,84
1105,2,1,1,7,21 to 35,Female,77
1106,0,5,0,10,36 to 50,Male,115
1107,0,0,0,10,21 to 35,Male,80
1108,3,1,5,5,36 to 50,Female,47
1109,1,1,3,10,51 or more,Female,66
1110,1,5,5,8,36 to 50,Female,78
1111,1,4,2,7,21 to 35,Female,91
1112,3,4,10,7,36 to 50,Female,35
1113,1,0,2,10,21 to 35,Male,66
1114,3,3,10,5,51 or more,Female,26
1115,5,0,3,1,21 to 35,Female,50
1116,5,1,5,10,21 to 35,Female,52
1117,2,1,3,7,Less than 20,Male,63
1118,4,1,7,10,36 to 50,Female,38
1119,2,2,4,7,Less than 20,Male,63
1120,4,2,1,6,21 to 35,Female,83
1121,5,0,5,4,21 to 35,Female,39
1122,4,0,10,7,21 to 35,Female,7
1123,1,3,4,7,21 to 35,Female,70
1124,5,2,1,3,36 to 50,Female,80
1125,2,8,0,3,21 to 35,Male,129
1126,0,10,8,10,36 to 50,Male,94
1127,1,2,2,7,Less than 20,Male,77
1128,4,1,9,10,51 or more,Male,24
1129,2,3,1,8,Less than 20,Female,92
1130,5,1,2,2,21 to 35,Female,65
1131,5,2,9,3,36 to 50,Female,24
1132,3,1,0,4,36 to 50,Male,81
1133,4,1,7,2,51 or more,Male,30
1134,3,2,1,7,21 to 35,Female,84
1135,5,1,7,3,36 to 50,Female,31
1136,5,0,10,2,36 to 50,Male,2
1137,1,1,2,10,36 to 50,Female,73
1138,1,1,2,10,36 to 50,Female,73
1139,1,0,0,10,21 to 35,Male,80
1140,2,5,3,4,Less than 20,Male,88
1141,2,2,1,7,51 or more,Female,84
1142,2,2,1,7,51 or more,Female,84
1143,2,2,1,7,51 or more,Female,84
1144,1,5,1,10,51 or more,Female,108
1145,1,4,0,10,51 or more,Female,108
1146,3,1,0,7,36 to 50,Female,84
1147,3,4,3,10,21 to 35,Male,87
1148,4,1,3,10,51 or more,Female,66
1149,1,4,1,6,Less than 20,Male,97
1150,2,10,2,4,51 or more,Female,130
1151,1,1,3,7,Less than 20,Female,63
1152,5,0,10,10,51 or more,Female,10
1153,3,3,5,2,Less than 20,Female,58
1154,2,2,2,5,Less than 20,Male,75
1155,3,4,1,10,36 to 50,Male,101
1156,2,5,5,6,21 to 35,Male,76
1157,3,4,0,10,21 to 35,Female,108
1158,4,2,0,4,21 to 35,Male,88
1159,4,5,1,9,51 or more,Male,107
1160,3,6,4,2,21 to 35,Female,86
1161,2,4,2,7,21 to 35,Female,91
1162,2,4,2,7,21 to 35,Female,91
1163,2,4,2,7,21 to 35,Female,91
1164,3,2,4,5,21 to 35,Female,61
1165,5,3,10,0,51 or more,Male,21
1166,2,4,2,7,21 to 35,Female,91
1167,2,4,2,8,21 to 35,Female,92
1168,4,1,1,7,36 to 50,Female,77
1169,4,1,6,2,21 to 35,Female,37
1170,2,3,2,10,51 or more,Male,87
1171,3,5,0,10,36 to 50,Male,115
1172,5,6,1,10,Less than 20,Female,115
1173,5,6,1,10,Less than 20,Female,115
1174,1,4,1,10,36 to 50,Male,101
1175,4,5,4,6,36 to 50,Male,83
1176,4,2,10,10,36 to 50,Male,24
1177,3,2,2,10,21 to 35,Male,80
1178,4,1,0,7,21 to 35,Male,84
1179,5,10,10,10,36 to 50,Male,80
1180,5,10,10,10,36 to 50,Male,80
1181,5,10,10,10,36 to 50,Male,80
1182,3,8,4,10,51 or more,Female,108
1183,2,1,7,10,51 or more,Female,38
1184,4,5,2,10,51 or more,Female,101
1185,4,4,0,3,Less than 20,Female,101
1186,4,2,10,10,36 to 50,Male,24
1187,3,2,2,10,21 to 35,Male,80
1188,3,3,7,4,51 or more,Female,46
1189,4,1,2,5,51 or more,Male,68
1190,1,0,3,8,21 to 35,Male,57
1191,4,3,1,10,51 or more,Female,94
1192,3,1,1,10,21 to 35,Male,80
1193,3,5,2,2,Less than 20,Female,93
1194,2,3,2,4,21 to 35,Female,81
1195,3,3,5,7,Less than 20,Female,63
1196,3,10,7,10,21 to 35,Female,101
1197,5,5,8,10,21 to 35,Female,59
1198,4,5,2,2,21 to 35,Male,93
1199,4,5,0,10,36 to 50,Male,115
1200,2,1,10,6,36 to 50,Female,13
1201,1,10,2,3,36 to 50,Female,129
1202,5,3,5,0,Less than 20,Female,56
1203,5,0,10,0,51 or more,Female,0
1204,5,0,10,0,51 or more,Female,0
1205,4,1,3,10,51 or more,Female,66
1206,2,5,1,7,Less than 20,Female,105
1207,3,2,1,1,36 to 50,Female,78
1208,3,2,1,1,36 to 50,Female,78
1209,1,8,1,10,36 to 50,Female,129
1210,3,1,1,7,51 or more,Female,77
1211,4,0,1,10,21 to 35,Female,73
1212,4,2,1,7,36 to 50,Female,84
1213,4,0,3,9,21 to 35,Female,58
1214,2,2,1,2,51 or more,Male,79
1215,4,6,2,10,36 to 50,Female,108
1216,5,0,10,5,21 to 35,Female,5
1217,3,3,1,10,51 or more,Female,94
1218,1,5,0,10,51 or more,Female,115
1219,3,3,2,8,36 to 50,Male,85
1220,0,10,0,10,36 to 50,Male,150
1221,5,3,5,5,36 to 50,Female,61
1222,2,3,2,6,21 to 35,Female,83
1223,3,1,5,10,51 or more,Male,52
1224,3,2,4,10,21 to 35,Male,66
1225,3,3,10,5,21 to 35,Female,26
1226,5,0,8,4,21 to 35,Female,18
1227,2,2,4,10,21 to 35,Female,66
1228,0,1,1,10,21 to 35,Male,80
1229,1,0,2,5,Less than 20,Male,61
1230,3,6,4,2,21 to 35,Female,86
1231,2,5,3,7,51 or more,Male,91
1232,1,5,1,2,21 to 35,Female,100
1233,2,1,5,2,21 to 35,Female,44
1234,2,3,3,7,36 to 50,Female,77
1235,2,6,0,8,21 to 35,Male,120
1236,4,2,0,9,21 to 35,Male,93
1237,4,8,4,7,Less than 20,Female,105
1238,3,5,2,4,Less than 20,Male,95
1239,5,1,5,1,21 to 35,Female,43
1240,4,2,3,2,51 or more,Female,65
1241,4,3,3,1,21 to 35,Female,71
1242,2,4,1,10,21 to 35,Female,101
1243,3,8,5,2,21 to 35,Male,93
1244,4,2,10,10,51 or more,Male,24
1245,2,4,0,10,21 to 35,Male,108
1246,3,5,6,2,21 to 35,Male,65
1247,3,2,2,6,36 to 50,Male,76
1248,0,2,2,1,21 to 35,Female,71
1249,5,2,5,5,21 to 35,Female,54
1250,2,2,1,5,36 to 50,Female,82
1251,4,2,2,4,21 to 35,Male,74
1252,4,3,1,2,21 to 35,Female,86
1253,5,4,8,7,21 to 35,Female,49
1254,2,7,5,10,Less than 20,Male,94
1255,2,3,1,7,36 to 50,Female,91
1256,4,0,2,7,51 or more,Female,63
1257,3,3,2,5,21 to 35,Female,82
1258,3,7,1,7,51 or more,Female,119
1259,2,1,3,7,36 to 50,Female,63
1260,3,3,4,10,36 to 50,Female,73
1261,4,2,1,5,21 to 35,Female,82
1262,1,6,2,7,Less than 20,Female,105
1263,1,6,2,7,Less than 20,Female,105
1264,1,6,2,7,Less than 20,Female,105
1265,5,0,2,10,51 or more,Female,66
1266,4,3,3,9,Less than 20,Male,79
1267,2,2,3,10,21 to 35,Female,73
1268,3,2,10,4,36 to 50,Female,18
1269,2,1,0,8,51 or more,Male,85
1270,1,2,2,5,51 or more,Female,75
1271,2,2,10,4,36 to 50,Female,18
1272,2,2,9,6,36 to 50,Female,27
1273,1,7,4,10,36 to 50,Female,101
1274,4,3,2,2,36 to 50,Female,79
1275,2,2,2,5,51 or more,Female,75
1276,2,6,4,3,36 to 50,Female,87
1277,3,6,6,6,Less than 20,Male,76
1278,3,6,4,7,21 to 35,Female,91
1279,3,6,4,7,21 to 35,Female,91
1280,5,2,3,7,36 to 50,Female,70
1281,3,6,4,7,21 to 35,Female,91
1282,3,6,4,7,21 to 35,Female,91
1283,3,6,4,7,21 to 35,Female,91
1284,3,6,4,7,21 to 35,Female,91
1285,3,6,4,7,21 to 35,Female,91
1286,3,6,4,7,21 to 35,Female,91
1287,3,6,4,7,21 to 35,Female,91
1288,3,6,4,7,21 to 35,Female,91
1289,3,6,4,7,21 to 35,Female,91
1290,3,6,4,7,21 to 35,Female,91
1291,3,6,4,7,21 to 35,Female,91
1292,3,6,4,7,21 to 35,Female,91
1293,3,6,4,7,21 to 35,Female,91
1294,3,6,4,7,21 to 35,Female,91
1295,3,6,4,7,21 to 35,Female,91
1296,3,6,4,7,21 to 35,Female,91
1297,3,6,4,7,21 to 35,Female,91
1298,3,6,4,7,21 to 35,Female,91
1299,3,6,4,7,21 to 35,Female,91
1300,3,6,4,7,21 to 35,Female,91
1301,3,6,4,7,21 to 35,Female,91
1302,3,6,4,7,21 to 35,Female,91
1303,3,6,4,7,21 to 35,Female,91
1304,3,6,4,7,21 to 35,Female,91
1305,3,6,4,7,21 to 35,Female,91
1306,3,6,4,7,21 to 35,Female,91
1307,4,2,1,5,21 to 35,Female,82
1308,4,3,6,10,21 to 35,Female,59
1309,5,4,1,3,21 to 35,Female,94
1310,1,7,0,4,36 to 50,Male,123
1311,2,4,1,6,51 or more,Male,97
1312,3,3,0,4,21 to 35,Male,95
1313,3,1,2,2,51 or more,Female,65
1314,3,6,4,7,21 to 35,Female,91
1315,3,6,4,7,21 to 35,Female,91
1316,3,6,4,7,21 to 35,Female,91
1317,3,6,4,7,21 to 35,Female,91
1318,3,6,4,7,21 to 35,Female,91
1319,3,6,4,7,21 to 35,Female,91
1320,3,6,4,7,21 to 35,Female,91
1321,3,6,4,7,21 to 35,Female,91
